grid_id,target,model,val_accuracy,val_f1_macro,val_f1_weighted,test_accuracy,test_f1_macro,test_f1_weighted,train_time_s,train_rows_resampled,val_rows,test_rows
Grid_87,temp_qc,RandomForest,0.9161,0.7705,0.9281,0.808,0.2991,0.8937,2925.49,618228,29478,101442
Grid_87,temp_qc,ExtraTrees,0.852,0.5956,0.8818,0.7736,0.2918,0.8722,706.91,618228,29478,101442
Grid_87,temp_qc,XGBoost,0.9005,0.7693,0.9173,0.7293,0.2812,0.8433,883.09,618228,29478,101442
Grid_87,temp_qc,CatBoost,0.8075,0.4506,0.8516,0.6782,0.2021,0.8082,1499.57,618228,29478,101442
Grid_87,temp_qc,LightGBM,0.8824,0.7405,0.9044,0.7871,0.2936,0.8807,533.81,618228,29478,101442
Grid_87,temp_qc,LogisticRegression,0.5275,0.2493,0.6438,0.6081,0.1891,0.7562,1793.39,618228,29478,101442
Grid_87,psal_qc,RandomForest,0.9172,0.739,0.9259,0.8222,0.3027,0.9023,3633.62,604924,29478,101442
Grid_87,psal_qc,ExtraTrees,0.8541,0.617,0.8776,0.773,0.2918,0.8718,500.67,604924,29478,101442
Grid_87,psal_qc,XGBoost,0.8979,0.7338,0.9122,0.6968,0.2738,0.8212,497.57,604924,29478,101442
Grid_87,psal_qc,CatBoost,0.7985,0.4363,0.8387,0.6365,0.1945,0.7778,793.71,604924,29478,101442
Grid_87,psal_qc,LightGBM,0.8675,0.6782,0.8892,0.7577,0.2874,0.8621,441.17,604924,29478,101442
Grid_87,psal_qc,LogisticRegression,0.5161,0.2427,0.624,0.6475,0.1965,0.7859,2521.52,604924,29478,101442
Grid_88,temp_qc,RandomForest,0.9252,0.6338,0.9368,0.7841,0.293,0.879,3051.56,675888,31958,99569
Grid_88,temp_qc,ExtraTrees,0.8403,0.524,0.8777,0.77,0.29,0.8701,731.41,675888,31958,99569
Grid_88,temp_qc,XGBoost,0.9183,0.629,0.932,0.7107,0.277,0.8309,1222.55,675888,31958,99569
Grid_88,temp_qc,CatBoost,0.8446,0.4574,0.8804,0.6873,0.2037,0.8147,1445.89,675888,31958,99569
Grid_88,temp_qc,LightGBM,0.9086,0.6225,0.925,0.7534,0.2865,0.8594,507.38,675888,31958,99569
Grid_88,temp_qc,LogisticRegression,0.5266,0.2436,0.6454,0.5846,0.1845,0.7378,2266.14,675888,31958,99569
Grid_88,psal_qc,RandomForest,0.927,0.7225,0.9366,0.8186,0.3001,0.9002,3524.96,664392,31958,99569
Grid_88,psal_qc,ExtraTrees,0.8442,0.5533,0.8763,0.7887,0.2205,0.8819,654.4,664392,31958,99569
Grid_88,psal_qc,XGBoost,0.9258,0.696,0.9357,0.7467,0.285,0.855,1076.49,664392,31958,99569
Grid_88,psal_qc,CatBoost,0.8529,0.4844,0.8822,0.69,0.2041,0.8165,929.84,664392,31958,99569
Grid_88,psal_qc,LightGBM,0.9085,0.6678,0.9223,0.7695,0.2899,0.8698,327.5,664392,31958,99569
Grid_88,psal_qc,LogisticRegression,0.5551,0.2602,0.6647,0.6301,0.1933,0.7731,993.23,664392,31958,99569
Grid_68,temp_qc,RandomForest,0.9729,0.7325,0.9806,0.9549,0.4885,0.9769,4158.48,1283416,57162,132289
Grid_68,temp_qc,ExtraTrees,0.9581,0.5905,0.9719,0.9482,0.3245,0.9734,53945.29,1283416,57162,132289
Grid_68,temp_qc,XGBoost,0.981,0.6801,0.9856,0.9335,0.3219,0.9656,1030.68,1283416,57162,132289
Grid_68,temp_qc,CatBoost,0.9528,0.3953,0.969,0.9186,0.2394,0.9576,945.73,1283416,57162,132289
Grid_68,temp_qc,LightGBM,0.9766,0.6936,0.9829,0.9378,0.3226,0.9679,429.05,1283416,57162,132289
Grid_68,temp_qc,LogisticRegression,0.6662,0.2186,0.791,0.6455,0.1961,0.7845,4395.68,1283416,57162,132289
Grid_68,psal_qc,RandomForest,0.9604,0.7202,0.97,0.7417,0.2839,0.6735,3410.24,953406,57162,132289
Grid_68,psal_qc,ExtraTrees,0.9342,0.6181,0.9538,0.7265,0.2104,0.6655,509.44,953406,57162,132289
Grid_68,psal_qc,XGBoost,0.9721,0.73,0.9778,0.7005,0.2747,0.6515,464.47,953406,57162,132289
Grid_68,psal_qc,CatBoost,0.938,0.4884,0.9563,0.6933,0.2048,0.6476,553.91,953406,57162,132289
Grid_68,psal_qc,LightGBM,0.9595,0.7082,0.9695,0.706,0.2759,0.6545,235.66,953406,57162,132289
Grid_68,psal_qc,LogisticRegression,0.758,0.3313,0.8462,0.7056,0.2766,0.7058,663.22,953406,57162,132289
Grid_67,temp_qc,RandomForest,0.9874,0.7303,0.9893,0.9759,0.247,0.9863,2807.07,1014396,45457,208652
Grid_67,temp_qc,ExtraTrees,0.9748,0.6259,0.9801,0.9648,0.2455,0.9806,773.42,1014396,45457,208652
Grid_67,temp_qc,XGBoost,0.9901,0.7838,0.9916,0.9491,0.2435,0.9724,926.56,1014396,45457,208652
Grid_67,temp_qc,CatBoost,0.9577,0.4297,0.9703,0.9208,0.2397,0.9573,53628.94,1014396,45457,208652
Grid_67,temp_qc,LightGBM,0.9888,0.7801,0.9904,0.9483,0.2434,0.972,444.32,1014396,45457,208652
Grid_67,temp_qc,LogisticRegression,0.6902,0.2324,0.8036,0.5943,0.1877,0.7449,3739.12,1014396,45457,208652
Grid_67,psal_qc,RandomForest,0.9811,0.8733,0.9822,0.8698,0.234,0.8836,3274.14,955276,45457,208652
Grid_67,psal_qc,ExtraTrees,0.9558,0.7923,0.9606,0.8484,0.2304,0.87,506.79,955276,45457,208652
Grid_67,psal_qc,XGBoost,0.9833,0.8938,0.9842,0.7877,0.2262,0.8541,829.78,955276,45457,208652
Grid_67,psal_qc,CatBoost,0.9544,0.5644,0.9599,0.7861,0.2207,0.8334,957.03,955276,45457,208652
Grid_67,psal_qc,LightGBM,0.9756,0.8969,0.9771,0.8032,0.2274,0.8586,407.86,955276,45457,208652
Grid_67,psal_qc,LogisticRegression,0.5545,0.2472,0.6614,0.421,0.1544,0.579,2767.24,955276,45457,208652
Grid_89,temp_qc,RandomForest,0.9448,0.7485,0.9545,0.8201,0.3006,0.9009,59066.17,1462120,67745,95904
Grid_89,temp_qc,ExtraTrees,0.877,0.64,0.9081,0.7447,0.2847,0.8535,1259.5,1462120,67745,95904
Grid_89,temp_qc,XGBoost,0.9334,0.7356,0.9461,0.7687,0.2175,0.8691,948.53,1462120,67745,95904
Grid_89,temp_qc,CatBoost,0.8514,0.449,0.8916,0.6971,0.2056,0.8214,1084.81,1462120,67745,95904
Grid_89,temp_qc,LightGBM,0.9206,0.7143,0.937,0.7987,0.2965,0.8879,505.06,1462120,67745,95904
Grid_89,temp_qc,LogisticRegression,0.4771,0.2095,0.6122,0.4824,0.1628,0.6506,5168.4,1462120,67745,95904
Grid_89,psal_qc,RandomForest,0.9339,0.7158,0.9471,0.8215,0.3007,0.9018,4508.66,1462744,67745,95904
Grid_89,psal_qc,ExtraTrees,0.8486,0.6115,0.8895,0.719,0.2789,0.8364,774.61,1462744,67745,95904
Grid_89,psal_qc,XGBoost,0.9323,0.7279,0.9451,0.7744,0.2909,0.8727,1288.67,1462744,67745,95904
Grid_89,psal_qc,CatBoost,0.8596,0.4876,0.8969,0.6815,0.2026,0.8104,1389.23,1462744,67745,95904
Grid_89,psal_qc,LightGBM,0.9241,0.7117,0.9394,0.8146,0.2993,0.8977,533.99,1462744,67745,95904
Grid_89,psal_qc,LogisticRegression,0.4934,0.2617,0.6269,0.4962,0.1658,0.6632,5569.17,1462744,67745,95904
Grid_90,temp_qc,RandomForest,0.9521,0.619,0.9622,0.8847,0.2347,0.9388,63246.67,2430440,110342,308240
Grid_90,temp_qc,ExtraTrees,0.9044,0.467,0.9316,0.8548,0.2304,0.9217,1653.9,2430440,110342,308240
Grid_90,temp_qc,XGBoost,0.9427,0.6026,0.9563,0.8071,0.2233,0.8932,1475.65,2430440,110342,308240
Grid_90,temp_qc,CatBoost,0.8804,0.3672,0.9176,0.7632,0.2164,0.8657,1901.14,2430440,110342,308240
Grid_90,temp_qc,LightGBM,0.9342,0.6004,0.9508,0.8317,0.227,0.9081,837.13,2430440,110342,308240
Grid_90,temp_qc,LogisticRegression,0.5297,0.2063,0.6695,0.6309,0.1934,0.7737,7104.57,2430440,110342,308240
Grid_90,psal_qc,RandomForest,0.9518,0.6592,0.9614,0.8999,0.3158,0.9473,64531.67,2424068,110342,308240
Grid_90,psal_qc,ExtraTrees,0.903,0.5726,0.9295,0.8591,0.3081,0.9242,1000.11,2424068,110342,308240
Grid_90,psal_qc,XGBoost,0.9371,0.6168,0.9519,0.8165,0.2997,0.899,1176.3,2424068,110342,308240
Grid_90,psal_qc,CatBoost,0.8925,0.4641,0.9239,0.7625,0.2884,0.8652,1684.24,2424068,110342,308240
Grid_90,psal_qc,LightGBM,0.9355,0.6304,0.9509,0.8339,0.3031,0.9094,775.84,2424068,110342,308240
Grid_90,psal_qc,LogisticRegression,0.583,0.2211,0.7114,0.6747,0.2014,0.8058,2334.73,2424068,110342,308240
Grid_69,temp_qc,RandomForest,0.9731,0.5968,0.9805,0.938,0.242,0.968,68827.32,3864800,172371,285119
Grid_69,temp_qc,ExtraTrees,0.9293,0.4892,0.9552,0.9176,0.2393,0.957,2476.44,3864800,172371,285119
Grid_69,temp_qc,XGBoost,0.959,0.5393,0.9723,0.892,0.2357,0.9429,1931.33,3864800,172371,285119
Grid_69,temp_qc,CatBoost,0.9035,0.3449,0.9408,0.848,0.2294,0.9177,2761.18,3864800,172371,285119
Grid_69,temp_qc,LightGBM,0.9525,0.5331,0.9686,0.8936,0.236,0.9438,3111.12,3864800,172371,285119
Grid_69,temp_qc,LogisticRegression,0.6018,0.2078,0.7426,0.6655,0.2001,0.7991,65918.58,3864800,172371,285119
Grid_69,psal_qc,RandomForest,0.9404,0.556,0.9589,0.8409,0.25,0.842,8513.55,3845484,172371,285119
Grid_69,psal_qc,ExtraTrees,0.896,0.4644,0.9331,0.8267,0.2486,0.8344,1411.01,3845484,172371,285119
Grid_69,psal_qc,XGBoost,0.9371,0.4968,0.9572,0.7973,0.2388,0.8162,1604.91,3845484,172371,285119
Grid_69,psal_qc,CatBoost,0.8769,0.3459,0.9221,0.7548,0.2333,0.7915,2937.34,3845484,172371,285119
Grid_69,psal_qc,LightGBM,0.9255,0.5021,0.9505,0.8044,0.2377,0.8195,886.97,3845484,172371,285119
Grid_69,psal_qc,LogisticRegression,0.6056,0.2077,0.7417,0.6305,0.2159,0.7122,8574.92,3845484,172371,285119
Grid_70,temp_qc,RandomForest,0.9626,0.4098,0.9739,0.9423,0.2504,0.9698,70773.07,3975148,177317,154359
Grid_70,temp_qc,ExtraTrees,0.9275,0.3253,0.9539,0.9113,0.245,0.9531,2158.3,3975148,177317,154359
Grid_70,temp_qc,XGBoost,0.9558,0.3671,0.9705,0.9233,0.2424,0.9596,3705.25,3975148,177317,154359
Grid_70,temp_qc,CatBoost,0.8701,0.2895,0.9217,0.8543,0.2332,0.9209,6385.25,3975148,177317,154359
Grid_70,temp_qc,LightGBM,0.9471,0.3529,0.9654,0.9253,0.2445,0.9607,3603.06,3975148,177317,154359
Grid_70,temp_qc,LogisticRegression,0.4885,0.1791,0.648,0.4431,0.1543,0.6136,61338.39,3975148,177317,154359
Grid_70,psal_qc,RandomForest,0.969,0.5981,0.9765,0.9352,0.2416,0.9665,8323.75,3958624,177317,154359
Grid_70,psal_qc,ExtraTrees,0.9356,0.4682,0.9565,0.9082,0.238,0.9519,2964.97,3958624,177317,154359
Grid_70,psal_qc,XGBoost,0.9548,0.5156,0.968,0.9095,0.2381,0.9526,2137.7,3958624,177317,154359
Grid_70,psal_qc,CatBoost,0.8923,0.3593,0.9315,0.8288,0.2266,0.9064,2371.95,3958624,177317,154359
Grid_70,psal_qc,LightGBM,0.944,0.4753,0.9614,0.8916,0.2357,0.9427,1278.85,3958624,177317,154359
Grid_70,psal_qc,LogisticRegression,0.6512,0.2285,0.7765,0.6676,0.2002,0.8007,9463.7,3958624,177317,154359
